,IdR,NombreR,ApellidoR,FechaNacR,EdadR,GeneroR,TelefonoR
4949,R00004950,Edison,Barrera,1980-09-22,42,Masculino,0989382830
4950,R00004951,María,Muñoz,1997-02-01,25,Femenino,0981941462
4951,R00004952,Marta,Castro,1979-04-21,43,Femenino,0981571820
4952,R00004953,Alexander,Jaimes,1993-11-16,29,Masculino,0985195561
4953,R00004954,Elena,Sánchez,1989-08-08,33,Femenino,0989233296
4954,R00004955,Elena,Jiménez,1985-10-26,37,Femenino,0987421060
4955,R00004956,Marcela,Alvarado,1992-09-22,30,Femenino,0989598199
4956,R00004957,Luis,Bernal,1997-05-03,25,Masculino,0982448122
4957,R00004958,Álvaro,González,1982-07-10,40,Masculino,0985668045
4958,R00004959,Danny,Castañeda,1990-10-04,32,Masculino,0986182728
4959,R00004960,Rosa,Carrillo,1983-08-05,39,Femenino,0981674165
4960,R00004961,Marta,Figueroa,1973-09-12,49,Femenino,0981527365
4961,R00004962,Sofía,Gómez,1978-06-23,44,Femenino,0980784725
4962,R00004963,Alfredo,Anaya,1976-02-18,46,Masculino,0986434225
4963,R00004964,Adriana,Arias,1976-11-28,46,Femenino,0980773215
4964,R00004965,Leonor,Olaya,1995-01-05,27,Femenino,0985793234
4965,R00004966,Milena,Ruiz,1990-09-30,32,Femenino,0988536877
4966,R00004967,Maritza,Galvis,1973-08-18,49,Femenino,0989806823
4967,R00004968,Jorge,Moreno,1996-01-24,26,Masculino,0980153069
4968,R00004969,Sebastián,Restrepo,1977-08-30,45,Masculino,0985376932
4969,R00004970,Andrés,Henao,1973-10-06,49,Masculino,0984155520
4970,R00004971,Judith,Rivas,1975-07-13,47,Femenino,0987455119
4971,R00004972,Rafael,Rodríguez,1987-09-09,35,Masculino,0988369682
4972,R00004973,Carlos,Sánchez,1985-09-18,37,Masculino,0985913934
4973,R00004974,Elena,Jiménez,1982-09-12,40,Femenino,0988206649
4974,R00004975,Carmen,Ramírez,1990-08-23,32,Femenino,0983503745
4975,R00004976,Sebastián,Barrera,1996-12-09,25,Masculino,0982696422
4976,R00004977,Jaime,Melo,1990-01-20,32,Masculino,0988876053
4977,R00004978,Faber,Pérez,1984-04-19,38,Masculino,0982975575
4978,R00004979,Fernando,Díaz,1987-08-03,35,Masculino,0984952320
4979,R00004980,Zulma,Díaz,1980-07-17,42,Femenino,0985184254
4980,R00004981,José,Castañeda,1991-11-15,31,Masculino,0988633625
4981,R00004982,Alexandra,Campo,1994-10-01,28,Femenino,0986859691
4982,R00004983,Juliana,Suárez,1974-09-11,48,Femenino,0986466358
4983,R00004984,Andrés,Alvarado,1988-01-24,34,Masculino,0988193517
4984,R00004985,Jaime,García,1995-02-08,27,Masculino,0984416761
4985,R00004986,Javier,Perea,1977-06-17,45,Masculino,0986981340
4986,R00004987,Gladys,Castañeda,1975-04-11,47,Femenino,0985471211
4987,R00004988,Dario,López,1990-04-17,32,Masculino,0982972239
4988,R00004989,Daniel,Hernández,1975-05-12,47,Masculino,0987697646
4989,R00004990,Isabel,Martínez,1974-04-16,48,Femenino,0985598415
4990,R00004991,Estefanía,Álvarez,1975-03-12,47,Femenino,0986828997
4991,R00004992,Mary,Moreno,1982-08-04,40,Femenino,0982531470
4992,R00004993,María,Hernández,1977-06-03,45,Femenino,0988728765
4993,R00004994,Antonio,Villegas,1984-03-28,38,Masculino,0985477668
4994,R00004995,Andrea,Burgos,1997-12-06,24,Femenino,0980135151
4995,R00004996,Antonio,Benítez,1990-01-28,32,Masculino,0986831861
4996,R00004997,Esther,Carvajal,1984-04-08,38,Femenino,0980501192
4997,R00004998,Blanca,Tamayo,1986-05-04,36,Femenino,0982959281
4998,R00004999,César,Murillo,1977-02-15,45,Masculino,0983232730
4999,R00005000,Marcela,Meza,1990-05-20,32,Femenino,0981779925
5000,R00005001,Elizabeth,Estrada,1981-12-15,40,Femenino,0984221265
5001,R00005002,Luis,Restrepo,1986-03-01,36,Masculino,0985363824
5002,R00005003,Javier,Pinto,1992-05-10,30,Masculino,0981391057
5003,R00005004,María,Pérez,1981-06-12,41,Femenino,0980526197
5004,R00005005,Eduardo,Guerrero,1973-03-06,49,Masculino,0984319816
5005,R00005006,Patricia,Perea,1995-11-18,27,Femenino,0980295287
5006,R00005007,Omar,Ramírez,1974-02-22,48,Masculino,0989123694
5007,R00005008,Julia,Vargas,1989-08-30,33,Femenino,0985841668
5008,R00005009,Andrés,Narváez,1989-04-28,33,Masculino,0989811643
5009,R00005010,Dary,Bedoya,1996-06-08,26,Femenino,0987512456
5010,R00005011,Paola,Torres,1980-05-05,42,Femenino,0985954462
5011,R00005012,Ever,Correa,1979-07-27,43,Masculino,0980722654
5012,R00005013,Martha,Domínguez,1990-02-15,32,Femenino,0981141754
5013,R00005014,Ramiro,Jaramillo,1987-08-15,35,Masculino,0983687629
5014,R00005015,Alexandra,Moreno,1975-09-18,47,Femenino,0988618486
5015,R00005016,Álvaro,González,1991-08-01,31,Masculino,0980746025
5016,R00005017,Juan,Torres,1993-04-25,29,Masculino,0984234629
5017,R00005018,Andrés,Ortiz,1993-02-10,29,Masculino,0983131735
5018,R00005019,Pedro,Castro,1982-01-29,40,Masculino,0987823552
5019,R00005020,Rosa,Sierra,1985-03-26,37,Femenino,0984168840
5020,R00005021,Nubia,Angarita,1989-10-01,33,Femenino,0986595192
5021,R00005022,Isabel,Torres,1978-12-19,43,Femenino,0982789751
5022,R00005023,Miguel,López,1979-10-26,43,Masculino,0984435656
5023,R00005024,Javier,Castro,1984-05-17,38,Masculino,0982407157
5024,R00005025,Jorge,García,1991-03-29,31,Masculino,0985566335
5025,R00005026,Gustavo,Vega,1978-05-23,44,Masculino,0989261875
5026,R00005027,Judith,Ardila,1986-07-11,36,Femenino,0983435583
5027,R00005028,Patricia,Martínez,1976-06-16,46,Femenino,0989225585
5028,R00005029,José,Burbano,1996-10-20,26,Masculino,0982708140
5029,R00005030,Liliana,Franco,1974-10-31,48,Femenino,0989681335
5030,R00005031,María,Acevedo,1985-08-03,37,Femenino,0983725869
5031,R00005032,David,Herrera,1973-03-04,49,Masculino,0983201925
5032,R00005033,Luz,Moreno,1991-01-30,31,Femenino,0983779562
5033,R00005034,Francisco,Quiroga,1997-12-07,24,Masculino,0985164690
5034,R00005035,Mauricio,Ospino,1973-03-19,49,Masculino,0989928920
5035,R00005036,William,Mora,1990-06-24,32,Masculino,0987807875
5036,R00005037,Diana,Agudelo,1975-09-25,47,Femenino,0988245861
5037,R00005038,Sebastián,Ocampo,1987-06-08,35,Masculino,0985239132
5038,R00005039,Liliana,Sánchez,1984-01-01,38,Femenino,0985218571
5039,R00005040,Deiby,Franco,1994-08-15,28,Masculino,0986305430
5040,R00005041,Franklin,Tovar,1974-07-11,48,Masculino,0981672378
5041,R00005042,Jorge,Muñoz,1989-03-12,33,Masculino,0983504652
5042,R00005043,José,Aguilar,1986-02-19,36,Masculino,0985826016
5043,R00005044,María,Duque,1977-07-18,45,Femenino,0985563281
5044,R00005045,Carmen,Durán,1989-09-23,33,Femenino,0985913979
5045,R00005046,Tatiana,Córdoba,1993-02-10,29,Femenino,0982549294
5046,R00005047,Juan,Castro,1978-12-24,43,Masculino,0987726787
5047,R00005048,María,Gonzáles,1992-09-26,30,Femenino,0986586297
5048,R00005049,Tatiana,Díaz,1974-03-10,48,Femenino,0989357420
5049,R00005050,Andrés,Rodríguez,1990-03-04,32,Masculino,0986211826
5050,R00005051,Jairo,Hernández,1988-03-08,34,Masculino,0982901243
5051,R00005052,Saúl,Becerra,1983-07-08,39,Masculino,0984565761
5052,R00005053,Sofía,González,1982-05-22,40,Femenino,0983251936
5053,R00005054,Alejandra,Ruiz,1992-08-09,30,Femenino,0982367518
5054,R00005055,Jorge,Obando,1992-04-11,30,Masculino,0985164342
5055,R00005056,Xiomara,Guerrero,1997-05-28,25,Femenino,0981668964
5056,R00005057,Alexis,Rosero,1983-09-04,39,Masculino,0983695472
5057,R00005058,Carlos,Murcia,1992-01-13,30,Masculino,0985764699
5058,R00005059,Carlos,Silva,1994-03-15,28,Masculino,0986662128
5059,R00005060,Yesid,Ramírez,1974-09-09,48,Masculino,0980668310
5060,R00005061,Manuel,Caballero,1992-05-03,30,Masculino,0984597494
5061,R00005062,Antonio,Quintero,1994-05-20,28,Masculino,0989141182
5062,R00005063,Rosa,López,1979-12-05,43,Femenino,0981388371
5063,R00005064,Arturo,Vargas,1986-02-04,36,Masculino,0985255855
5064,R00005065,Lucy,García,1980-11-30,42,Femenino,0980858692
5065,R00005066,José,Ramírez,1993-11-21,29,Masculino,0988602052
5066,R00005067,Andrés,Rojas,1974-02-20,48,Masculino,0989714173
5067,R00005068,Jorge,Mejía,1980-03-21,42,Masculino,0985417513
5068,R00005069,David,Meza,1995-05-11,27,Masculino,0989388365
5069,R00005070,Antonio,López,1984-08-07,38,Masculino,0988522220
5070,R00005071,Yenny,González,1996-04-13,26,Femenino,0980971593
5071,R00005072,Alexander,Hernández,1981-01-06,41,Masculino,0981777134
5072,R00005073,Liliana,Ruiz,1973-01-27,49,Femenino,0982983546
5073,R00005074,Fernando,Sanabria,1981-05-13,41,Masculino,0980184716
5074,R00005075,Inés,Fernández,1986-01-16,36,Femenino,0985254687
5075,R00005076,Dora,Martínez,1977-12-11,44,Femenino,0989452450
5076,R00005077,Eduardo,Galvis,1982-01-19,40,Masculino,0985853755
5077,R00005078,Eduardo,Castaño,1981-10-16,41,Masculino,0982925037
5078,R00005079,Alfonso,Ariza,1989-11-23,33,Masculino,0983951865
5079,R00005080,Rafael,Ramírez,1995-04-11,27,Masculino,0984298779
5080,R00005081,David,Meza,1973-12-17,48,Masculino,0983123289
5081,R00005082,Edwin,Quintero,1982-01-17,40,Masculino,0980209050
5082,R00005083,Adrián,Solano,1979-10-23,43,Masculino,0982697222
5083,R00005084,Josefa,Tamayo,1974-08-16,48,Femenino,0985427966
5084,R00005085,Carmen,Aguirre,1982-06-12,40,Femenino,0984657068
5085,R00005086,Walter,Gómez,1996-10-04,26,Masculino,0988259349
5086,R00005087,José,Velásquez,1996-05-13,26,Masculino,0984381364
5087,R00005088,Janeth,Rojas,1984-06-03,38,Femenino,0983914626
5088,R00005089,Raúl,Castro,1976-01-24,46,Masculino,0985759974
5089,R00005090,Rafael,Molina,1991-02-28,31,Masculino,0984991790
5090,R00005091,José,Ramírez,1995-10-30,27,Masculino,0983508234
5091,R00005092,Antonio,Escobar,1984-10-03,38,Masculino,0987972935
5092,R00005093,Adriana,Bautista,1976-06-05,46,Femenino,0984451010
5093,R00005094,Arturo,Fonseca,1977-09-09,45,Masculino,0988351414
5094,R00005095,Diego,Villamizar,1994-01-03,28,Masculino,0984124884
5095,R00005096,José,Rodríguez,1991-04-22,31,Masculino,0980379759
5096,R00005097,María,Hernández,1985-08-05,37,Femenino,0982833266
5097,R00005098,Damaris,Perdomo,1995-04-02,27,Femenino,0982858328
5098,R00005099,Edgar,Pérez,1986-11-19,36,Masculino,0986541122
5099,R00005100,Alba,Duque,1975-07-14,47,Femenino,0986116295
5100,R00005101,Antonio,Arias,1991-12-05,31,Masculino,0989251264
5101,R00005102,Doris,Benavides,1992-01-18,30,Femenino,0981114482
5102,R00005103,Julio,Rodríguez,1992-11-29,30,Masculino,0981315736
5103,R00005104,Nataly,Martínez,1978-04-06,44,Femenino,0981658920
5104,R00005105,Nubia,Caicedo,1994-01-28,28,Femenino,0985544228
5105,R00005106,Carolina,López,1991-03-13,31,Femenino,0981526499
5106,R00005107,Viviana,Maldonado,1980-09-23,42,Femenino,0981806388
5107,R00005108,Diana,Galeano,1997-05-12,25,Femenino,0989897192
5108,R00005109,Anderson,Díaz,1982-03-12,40,Masculino,0985822141
5109,R00005110,Samuel,Romero,1996-03-02,26,Masculino,0984471970
5110,R00005111,Lucía,Ariza,1990-09-14,32,Femenino,0981144513
5111,R00005112,Ana,Bedoya,1985-11-11,37,Femenino,0986837666
5112,R00005113,Mónica,Rendón,1986-04-22,36,Femenino,0981867028
5113,R00005114,Dario,Gómez,1994-08-24,28,Masculino,0982469137
5114,R00005115,Lucía,Muñoz,1974-11-15,48,Femenino,0989419142
5115,R00005116,Álvaro,Vargas,1990-03-04,32,Masculino,0985211536
5116,R00005117,Jefferson,Peña,1988-05-21,34,Masculino,0989341859
5117,R00005118,José,Bonilla,1985-10-11,37,Masculino,0988292159
5118,R00005119,Faber,Acevedo,1976-04-11,46,Masculino,0986463913
5119,R00005120,Yulieth,Torres,1984-02-05,38,Femenino,0980728691
5120,R00005121,Iván,Torres,1990-12-21,31,Masculino,0982645691
5121,R00005122,Pilar,Domínguez,1973-12-10,48,Femenino,0981431658
5122,R00005123,Josefina,Montoya,1988-08-17,34,Femenino,0986946648
5123,R00005124,Adriana,Restrepo,1997-03-14,25,Femenino,0982679363
5124,R00005125,Ana,Ardila,1973-02-04,49,Femenino,0986396732
5125,R00005126,Wilson,Castro,1988-11-05,34,Masculino,0987105026
5126,R00005127,Liliana,Silva,1984-02-03,38,Femenino,0989392861
5127,R00005128,Enrique,Gómez,1985-10-01,37,Masculino,0985771749
5128,R00005129,Myriam,Vergara,1985-05-08,37,Femenino,0982562256
5129,R00005130,Fernando,Álvarez,1976-11-05,46,Masculino,0981675716
5130,R00005131,Flor,Mesa,1988-11-20,34,Femenino,0982553820
5131,R00005132,Jhon,Velásquez,1984-01-05,38,Masculino,0986117758
5132,R00005133,David,Murillo,1980-09-27,42,Masculino,0983262553
5133,R00005134,Miguel,García,1982-06-17,40,Masculino,0984843882
5134,R00005135,José,Cardozo,1981-03-09,41,Masculino,0988638917
5135,R00005136,Alexandra,Gutiérrez,1982-05-16,40,Femenino,0980789587
5136,R00005137,Nicolás,Hernández,1994-10-30,28,Masculino,0989547381
5137,R00005138,Matilde,Forero,1981-03-30,41,Femenino,0984347390
5138,R00005139,Ricardo,González,1983-10-09,39,Masculino,0984346132
5139,R00005140,María,Rodríguez,1991-10-23,31,Femenino,0982621039
5140,R00005141,Fanny,Barrera,1974-09-09,48,Femenino,0983329618
5141,R00005142,Roberto,Ojeda,1995-07-06,27,Masculino,0982185721
5142,R00005143,Carlos,Quintero,1984-07-28,38,Masculino,0982912012
5143,R00005144,Daniel,Martínez,1976-01-04,46,Masculino,0985394191
5144,R00005145,María,Pinzón,1995-12-02,27,Femenino,0982421550
5145,R00005146,Alejandra,Rangel,1973-11-01,49,Femenino,0987837476
5146,R00005147,Antonio,Contreras,1985-07-28,37,Masculino,0985704688
5147,R00005148,Milena,Vera,1979-09-16,43,Femenino,0980706644
5148,R00005149,Sebastián,Moreno,1990-09-05,32,Masculino,0989734824
5149,R00005150,Elizabeth,Moreno,1980-12-10,41,Femenino,0987764499
5150,R00005151,Sebastián,Márquez,1981-04-13,41,Masculino,0984398728
5151,R00005152,Julián,Álvarez,1973-01-06,49,Masculino,0986374362
5152,R00005153,Fabián,Castellanos,1991-06-01,31,Masculino,0985779774
5153,R00005154,Marina,Tovar,1984-11-26,38,Femenino,0982118394
5154,R00005155,Juan,Pérez,1992-07-26,30,Masculino,0982552989
5155,R00005156,Dary,Mejía,1984-12-03,38,Femenino,0983467191
5156,R00005157,Jorge,Moreno,1988-05-11,34,Masculino,0981456043
5157,R00005158,Omaira,Agudelo,1982-08-19,40,Femenino,0984427298
5158,R00005159,Andrés,Ordóñez,1989-02-17,33,Masculino,0985599869
5159,R00005160,Aurora,Guerrero,1976-10-30,46,Femenino,0988439470
5160,R00005161,Esteban,Gómez,1987-06-01,35,Masculino,0984469353
5161,R00005162,Marcela,Rodríguez,1987-11-28,35,Femenino,0986226646
5162,R00005163,Brandon,Córdoba,1979-05-29,43,Masculino,0981702532
5163,R00005164,Fabio,Galvis,1987-03-11,35,Masculino,0987711554
5164,R00005165,Ismael,Rodríguez,1974-07-03,48,Masculino,0988549088
5165,R00005166,Carlos,Correa,1992-06-21,30,Masculino,0980863217
5166,R00005167,Bryan,Rueda,1987-12-29,34,Masculino,0989901816
5167,R00005168,Juliana,Amaya,1991-04-26,31,Femenino,0983532515
5168,R00005169,José,Silva,1981-12-02,41,Masculino,0983777174
5169,R00005170,Alejandra,Pérez,1974-04-11,48,Femenino,0981811346
5170,R00005171,Clara,Moreno,1989-05-06,33,Femenino,0986566543
5171,R00005172,Julia,Beltrán,1987-10-17,35,Femenino,0988568075
5172,R00005173,Clara,Meneses,1975-07-23,47,Femenino,0981949969
5173,R00005174,Yolanda,Duarte,1983-08-08,39,Femenino,0986879546
5174,R00005175,Edwin,Morales,1984-02-11,38,Masculino,0989815934
5175,R00005176,Patricia,Guerrero,1992-06-16,30,Femenino,0986375113
5176,R00005177,María,Romero,1993-04-01,29,Femenino,0985129180
5177,R00005178,Nohora,Valderrama,1995-11-15,27,Femenino,0983405299
5178,R00005179,Franco,Rincón,1995-10-13,27,Masculino,0986574945
5179,R00005180,Bernardo,Salcedo,1982-03-13,40,Masculino,0981745476
5180,R00005181,Robert,Serrano,1988-08-04,34,Masculino,0988972969
5181,R00005182,Hernando,Arboleda,1991-09-26,31,Masculino,0982228442
5182,R00005183,Rafael,Díaz,1990-02-26,32,Masculino,0989952559
5183,R00005184,Josefina,Acosta,1983-03-03,39,Femenino,0981159542
5184,R00005185,Lilia,Arboleda,1992-10-14,30,Femenino,0981483917
5185,R00005186,Gildardo,Cárdenas,1993-01-13,29,Masculino,0989589365
5186,R00005187,Alfredo,Forero,1993-11-15,29,Masculino,0981999733
5187,R00005188,Cristian,Ramos,1982-08-25,40,Masculino,0987868457
5188,R00005189,Antonio,Hurtado,1982-07-24,40,Masculino,0988127958
5189,R00005190,Alirio,Ríos,1980-03-06,42,Masculino,0989793172
5190,R00005191,Luis,Ortega,1987-11-06,35,Masculino,0985384891
5191,R00005192,Jesús,Moreno,1997-09-04,25,Masculino,0986475163
5192,R00005193,Elías,Jaramillo,1976-12-30,45,Masculino,0984721795
5193,R00005194,Alberto,Murillo,1973-05-21,49,Masculino,0986386196
5194,R00005195,Carlos,Pérez,1985-07-03,37,Masculino,0984804637
5195,R00005196,David,Amaya,1973-07-08,49,Masculino,0981731683
5196,R00005197,Ester,Vásquez,1973-09-24,49,Femenino,0980893599
5197,R00005198,Lucía,Chaparro,1995-04-25,27,Femenino,0987291292
5198,R00005199,María,Franco,1994-01-26,28,Femenino,0986507060
5199,R00005200,Diego,Serna,1992-07-16,30,Masculino,0981136195
5200,R00005201,Patricia,Torres,1974-03-19,48,Femenino,0984289418
5201,R00005202,León,Contreras,1980-03-26,42,Masculino,0989927130
5202,R00005203,Martha,Rivera,1974-08-24,48,Femenino,0983256045
5203,R00005204,Jair,Vergara,1995-06-09,27,Masculino,0983859067
5204,R00005205,Iván,Ávila,1983-11-05,39,Masculino,0985146326
5205,R00005206,Giovanni,Moreno,1990-02-06,32,Masculino,0985186683
5206,R00005207,Fernando,Bohórquez,1996-04-17,26,Masculino,0983671617
5207,R00005208,Pablo,Pérez,1980-09-04,42,Masculino,0989239941
5208,R00005209,Daniel,Ramírez,1990-10-20,32,Masculino,0987668691
5209,R00005210,Héctor,Sierra,1974-11-19,48,Masculino,0986224424
5210,R00005211,Mónica,Martínez,1973-01-08,49,Femenino,0981219964
5211,R00005212,Jhon,Suárez,1994-03-12,28,Masculino,0987191824
5212,R00005213,Leydi,González,1976-06-24,46,Femenino,0986619194
5213,R00005214,Patricia,Alzate,1988-08-19,34,Femenino,0987546250
5214,R00005215,Diana,Hurtado,1993-12-31,28,Femenino,0981242794
5215,R00005216,Manuel,Rivera,1976-09-06,46,Masculino,0985753259
5216,R00005217,Mabel,Agudelo,1984-12-24,37,Femenino,0981259341
5217,R00005218,Enrique,Castillo,1986-06-24,36,Masculino,0989546961
5218,R00005219,Jorge,López,1974-10-25,48,Masculino,0987669191
5219,R00005220,Ferney,Ramos,1979-05-28,43,Masculino,0983328563
5220,R00005221,Liliana,Fernández,1988-03-14,34,Femenino,0983748197
5221,R00005222,Jorge,Moreno,1974-02-27,48,Masculino,0986201647
5222,R00005223,Marina,Rodríguez,1987-10-28,35,Femenino,0987906114
5223,R00005224,Carlos,Romero,1978-06-26,44,Masculino,0980272772
5224,R00005225,Milton,Gómez,1992-09-11,30,Masculino,0980186436
5225,R00005226,Lorena,Agudelo,1993-01-25,29,Femenino,0981503643
5226,R00005227,Juan,Velásquez,1994-04-28,28,Masculino,0980426230
5227,R00005228,María,Bermúdez,1977-09-26,45,Femenino,0986549245
5228,R00005229,Moisés,Fernández,1981-11-24,41,Masculino,0986983043
5229,R00005230,Isabel,Mejía,1977-11-02,45,Femenino,0987176753
5230,R00005231,Diego,Contreras,1988-06-26,34,Masculino,0989604137
5231,R00005232,José,Castillo,1992-11-28,30,Masculino,0981824473
5232,R00005233,Steven,Vargas,1985-05-11,37,Masculino,0982389753
5233,R00005234,Nancy,Acevedo,1982-11-17,40,Femenino,0983502754
5234,R00005235,Fernanda,Barrios,1988-11-10,34,Femenino,0989269786
5235,R00005236,Diego,López,1994-05-22,28,Masculino,0985761733
5236,R00005237,Laura,Cruz,1977-07-04,45,Femenino,0985497391
5237,R00005238,Gregorio,Alfonso,1989-01-06,33,Masculino,0989406147
5238,R00005239,María,González,1974-06-21,48,Femenino,0986826115
5239,R00005240,Ana,Murillo,1991-07-29,31,Femenino,0983688822
5240,R00005241,José,Jiménez,1979-11-23,43,Masculino,0982179442
5241,R00005242,Ricardo,Sánchez,1973-12-23,48,Masculino,0983964293
5242,R00005243,Enrique,Betancur,1995-08-25,27,Masculino,0982309565
5243,R00005244,Andrés,Ortiz,1979-07-14,43,Masculino,0982177997
5244,R00005245,Dayana,Pérez,1994-02-20,28,Femenino,0981432823
5245,R00005246,María,Rodríguez,1991-09-21,31,Femenino,0987969528
5246,R00005247,Jesús,Cortés,1978-02-28,44,Masculino,0983861838
5247,R00005248,Diego,Vargas,1985-09-05,37,Masculino,0980525324
5248,R00005249,Margoth,Rodríguez,1977-04-16,45,Femenino,0983365622
5249,R00005250,Antonio,Córdoba,1993-09-20,29,Masculino,0989157021
5250,R00005251,Fernando,González,1993-10-06,29,Masculino,0981535493
5251,R00005252,Luis,García,1997-01-19,25,Masculino,0987122832
5252,R00005253,Yenny,Contreras,1992-07-26,30,Femenino,0981324312
5253,R00005254,Héctor,Montenegro,1995-05-26,27,Masculino,0981167316
5254,R00005255,Jesús,Martínez,1990-03-26,32,Masculino,0989552237
5255,R00005256,Mauricio,Arteaga,1989-08-10,33,Masculino,0981694951
